48.765,-7.299,1.4993,-4.0786,-0.12078,-2.7019,-1.0069,-4.1949,2.4661,0.18658,1.0754,-1.999,0.11875,-22.676,3.1621,-0.69301,1.8494,0.16441,1.28,0.45041,1.9005,-1.2142,0.0057035,-0.51493,0.79387,-0.096909,-11.503,1.634,-0.34948,0.94698,0.098978,0.667,0.24248,0.98864,-0.58851,0.0086693,-0.28545,0.38656,-0.051878,160.99,37.111,31.362,14.242,28.048,26.031,17.218,22.893,14.75,28.853,20.323,19.181,14.48,92.404,10.231,7.9126,3.9493,6.9482,6.6901,4.6324,6.2081,3.7565,7.5426,5.3822,5.35,4.013,20.803,3.2823,2.6179,1.8612,2.9898,3.1326,3.1647,3.5251,3.2108,4.1282,3.6283,3.1612,2.3511,1
50.194,-9.3869,2.4283,-2.3412,1.7148,-0.64158,0.5427,-0.73574,0.77466,-0.89019,1.1314,-0.41589,0.86667,-23.349,4.2649,-1.223,0.98517,-0.75409,0.29259,-0.20966,0.25374,-0.33351,0.42341,-0.59497,0.10239,-0.46299,-11.894,2.1695,-0.59226,0.50982,-0.35362,0.1955,-0.094182,0.13973,-0.16993,0.22786,-0.30176,0.047618,-0.20731,155.54,25.889,7.7415,29.4,13.052,36.745,51.434,20.475,17.076,27.18,12.182,17.96,14.134,92.692,8.4555,1.8772,7.5579,3.3522,9.057,13.071,5.3005,4.6138,6.953,2.978,4.3469,3.517,21.706,2.6488,1.1927,2.7793,2.0821,4.4197,5.4792,3.2027,2.7745,3.3571,2.4368,3.6153,3.7491,1
53.69,-10.725,2.1578,-1.075,0.71789,-0.65386,-0.30663,-1.7889,0.64994,-0.20636,-0.054582,-0.38151,0.15183,-25.115,4.9152,-1.075,0.37348,-0.27139,0.17724,0.059192,0.78061,-0.18113,0.094077,0.027253,0.13061,-0.060001,-12.785,2.5051,-0.53238,0.20882,-0.12689,0.1083,0.046654,0.38956,-0.11881,0.068638,0.024976,0.050146,-0.044594,168.78,25.056,17.266,30.63,17.448,17.735,18.676,24.729,23.339,29.003,17.61,15.73,13.319,101.6,8.933,4.4429,7.7279,4.6447,4.3451,4.8024,6.7667,5.7564,7.448,4.6328,4.1768,3.2783,24.572,2.9129,1.7629,3.028,2.644,2.7416,3.1691,4.0027,4.2244,4.6103,3.6226,3.1265,2.5224,1
50.806,-6.3258,1.1373,-0.62591,2.5286,-1.2377,-0.59041,-2.2492,3.3823,-1.6913,0.5478,-0.017847,0.13107,-23.603,2.8014,-0.66419,0.14704,-1.1897,0.56965,0.40421,1.1858,-1.568,0.68978,-0.32304,0.061217,-0.077456,-11.978,1.4147,-0.33519,0.057103,-0.62855,0.23986,0.16208,0.6055,-0.80189,0.35408,-0.17411,0.030915,-0.051207,150.42,29.766,30.295,22.927,35.924,81.22,59.665,49.365,15.445,18.269,23.12,21.482,15.169,94.237,8.3563,7.3653,5.6034,9.0143,20.047,15.138,12.349,4.5914,5.0472,5.8371,5.4007,3.995,21.407,2.6131,2.4999,2.4126,3.9884,7.2167,6.445,5.945,2.9728,3.456,3.3176,3.534,3.1202,1
30.604,-3.938,4.344,-1.4883,1.7683,-0.1585,1.013,-0.38613,0.93227,-0.26516,0.15179,0.10037,0.71174,-13.95,1.8315,-1.9805,0.73103,-0.8183,0.079436,-0.49127,0.2259,-0.41938,0.14026,-0.062366,-0.0087467,-0.32188,-7.1356,0.89552,-1.0164,0.37869,-0.40302,0.012945,-0.2295,0.092949,-0.21878,0.071583,-0.060149,-0.020209,-0.16339,5.5491,3.2174,3.1416,7.3026,4.8323,5.2396,5.9954,5.2175,5.9921,7.1151,6.9159,4.6505,4.8835,22.06,1.0087,1.2659,1.8688,1.2745,1.2059,1.5061,1.3077,1.5707,1.9418,1.7661,1.2151,1.2921,4.92,0.44077,0.55937,0.85406,0.86433,1.0197,0.96698,1.1307,1.5115,1.4813,1.4436,1.1236,1.1183,1
41.314,-4.2321,2.0034,-2.2721,2.3304,-1.215,-1.3175,-3.2786,4.2466,-2.7202,-1.0822,0.35074,1.2204,-19.22,1.9732,-0.79415,1.0117,-1.0753,0.59119,0.6625,1.56,-2.1155,1.4037,0.47081,-0.12893,-0.55368,-9.8284,0.97419,-0.42779,0.56454,-0.53956,0.28101,0.34851,0.80731,-1.0086,0.71998,0.23791,-0.080074,-0.28217,172.16,13.731,36.3,19.879,17.798,14.417,15.851,42.953,20.297,17.368,13.363,8.0767,9.4553,77.559,3.7451,9.0843,4.7163,4.6358,3.6297,3.9702,10.897,4.7429,4.2485,3.4775,2.0794,2.4346,19.667,1.3531,3.2041,2.1873,2.4958,2.2816,2.6113,4.6996,3.3513,2.8649,2.4418,1.9501,1.8114,1
42.522,-7.1621,3.8113,3.2098,0.48355,-1.9174,2.1024,0.0047271,1.6145,-1.1569,2.9737,0.46721,0.41754,-19.882,3.4416,-1.7236,-1.63,-0.14792,1.0136,-0.96057,-0.02024,-0.79945,0.5983,-1.458,-0.23603,-0.18243,-10.126,1.7073,-0.87345,-0.81135,-0.099048,0.45736,-0.52546,0.023724,-0.40876,0.27508,-0.71972,-0.14056,-0.083798,186.74,16.818,25.177,28.943,20.103,31.923,17.767,8.8168,9.7518,19.843,18.723,8.6456,9.166,83.411,4.9334,6.6949,7.1696,4.9777,7.6075,4.4422,2.2156,2.5055,4.9443,4.8048,2.1674,2.3663,20.24,2.364,2.1655,2.6836,1.854,2.9728,2.0546,1.6712,1.864,2.2647,2.2003,1.5226,1.3618,1
49.572,-4.2031,1.4374,3.5116,1.9524,-2.1245,-2.7757,1.2788,-3.0817,-1.0259,1.3243,-0.0012272,0.11995,-22.911,1.7791,-0.62705,-1.8016,-0.88882,1.0982,1.348,-0.55362,1.4907,0.5623,-0.73051,0.084978,-0.063158,-11.646,0.90742,-0.34017,-0.92761,-0.41011,0.52811,0.69105,-0.26475,0.74784,0.26575,-0.3609,0.031548,-0.025975,61.572,25.008,11.738,43.481,31.691,40.766,37.941,11.931,15.677,24.372,20.678,11.415,5.8739,70.135,6.5086,2.9372,10.58,7.937,10.157,10.053,3.1369,4.1026,6.2172,5.1133,2.9006,1.503,15.312,1.8831,1.1798,3.5942,3.0169,3.8939,3.7628,2.0732,2.6342,3.1248,2.6865,1.8685,1.5065,1
41.071,-5.7997,2.2443,2.3721,-0.32711,-3.2027,0.26664,-0.24011,1.669,-2.528,1.0419,0.43062,-0.68991,-19.233,2.7183,-0.9289,-1.2135,0.22378,1.5962,-0.054495,0.11483,-0.8251,1.2867,-0.50115,-0.23314,0.35911,-9.7162,1.3717,-0.48037,-0.60274,0.1037,0.7962,-0.02831,0.058306,-0.40782,0.62941,-0.24174,-0.11275,0.17495,223.84,15.37,20.536,17.633,16.884,26.943,17.848,19.322,12.408,20.141,11.152,7.4652,5.0383,91.104,4.5573,5.231,4.3427,4.1694,6.7926,4.513,5.0011,3.1613,4.9633,2.8512,1.8937,1.2662,22.095,1.7617,2.1685,1.9465,1.8598,2.6445,2.2201,2.5704,1.831,2.9859,1.5868,1.4109,0.88927,1
49.492,-5.4257,1.8301,2.2375,3.8218,-1.3935,-3.641,0.58124,-1.4119,0.40757,0.052258,1.2154,-0.38442,-22.882,2.372,-0.80758,-1.1985,-1.8655,0.65827,1.7873,-0.24892,0.66089,-0.12002,0.0043807,-0.48668,0.17329,-11.592,1.2258,-0.40874,-0.60834,-0.93174,0.34067,0.89408,-0.12854,0.32731,-0.065834,-0.017034,-0.26327,0.08717,33.845,55.018,14.578,34.983,38.872,16.031,24.398,19.415,20.891,14.255,13.826,15.014,9.7567,63.829,14.345,3.7665,8.5257,10.024,4.2723,6.3873,5.1178,5.4506,3.5619,3.8368,3.8348,2.4726,13.472,4.3354,1.5092,3.0198,3.8277,2.4822,2.92,3.4548,3.6553,2.9609,2.9099,2.401,2.2381,1
